EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
172311,EAST BAY INTERIOR VALLEYS (ZONE), ,05/17/2009,1000,Heat, , ,0,10,20000,0,CA,PST-8, ,29355,Z,510,MTR,0,0,Newspaper, , , , , , , , ,05/17/2009,1900, , , , ,"Several people sought medical attention due to heat-induced fainting spells in Anitoch and Walnut Creek. Also, an electric transformer failed sparking a fire in Walnut Creek near the intersection of Wiget Lane and Ygnacio Valley Road causing 108 customers to lose power. The fire damaged nearby vegetation and an olive tree.","High pressure aloft centered over Reno, NV along with weak offshore flow at the surface caused temperatures to rise to near 100 degrees in the inland valleys of north-central California. Heat exhausted individuals, blown electric transformers and power outages accompanied the heat.",15
172318,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,05/17/2009,1200,Heat, , ,0,1,0,0,CA,PST-8, ,29355,Z,511,MTR,0,0,Newspaper, , , , , , , , ,05/17/2009,1600, , , , ,"Temperatures rose into the upper 80s to mid 90s across the mountains of the East San Francisco Bay Area. One hiker was escorted off of Mount Diablo by fire fighter due to heat exhaustion.","High pressure aloft centered over Reno, NV along with weak offshore flow at the surface caused temperatures to rise to near 100 degrees in the inland valleys of north-central California. Heat exhausted individuals, blown electric transformers and power outages accompanied the heat.",16
182325,EAST BAY INTERIOR VALLEYS (ZONE), ,06/27/2009,1100,Heat, , ,1,1,0,0,CA,PST-8, ,31085,Z,510,MTR,0,0,Newspaper, , , , , , , , ,06/27/2009,1600, , , , ,"A father and son were hiking during the hottest time of the day when the father collapse due to heat exhaustion and dehydration. The father died on the trail and the boy was taken to a hospital where he recovered.","High pressure over the San Francisco Bay Area along with weak surface flow caused afternoon temperatures to rise well above average for locations inland from the coast.",17
200008,ALAMEDA CO.,PIEDMONT,10/13/2009,700,Heavy Rain, , ,0,0,50000,0,CA,PST-8, ,34569,C,1,MTR,0,0,Newspaper, , , ,1,E,1,E,PIEDMONT,10/13/2009,1200,37.8189,-122.2181,37.8216,-122.2158,"Damage was done to an underground utility trench along Crest Road in Piedmont from torrential rains. Rain water found its way through cracks in the sidewalk and percolated up through the street. As a result, two and a half feet of sand covering a conduit was disturbed or washed away leaving damaged sidewalks.","A strong low pressure system made its way through Northern and Central California accompanied by deep tropical moisture and very strong winds.  Heavy rain combined with the wind to cause numerous trees, tree limbs and pole/telephone powers to fall.  Pacific Gas and Electric reported over 277,000 customers had lost power in the San Francisco and Monterey Bay Areas with a cost of over thirteen million dollars in damages.  The record breaking heavy rain also led to flooding and debris flows.",18
203533,EAST BAY INTERIOR VALLEYS (ZONE), ,12/07/2009,300,Winter Weather, , ,0,0,0,0,CA,PST-8, ,35198,Z,510,MTR,0,0,Newspaper, , , , , , , , ,12/07/2009,1200, , , , ,"A cold winter storm caused snow to fall in San Francisco's East Bay valleys as low as 350 feet above sea level. Locations such as Clayton, Alamo, Orinda, Moraga, Danville, Lamorinda, and the Livermore Valley all reported snow. It may have only been two inches at most, but it was enough to play in and cause some traffic problems.","A low pressure system moved southward out of western Canada and into California causing snow to fall as low as 350 feet above sea level in San Francisco's East Bay Area.  In the East Bay Mountains over six inches of snow was reported. Also, small hail was observed throughout the Bay Area.",19
266255,ALAMEDA CO.,FRUITVALE,10/24/2010,1300,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,45887,C,1,MTR,0,0,Newspaper, , , ,1,E,1,S,EMERYVILLE,10/24/2010,1500,37.768,-122.2171,37.8294,-122.2783,"Heavy rain led to minor flooding of westbound Interstate 580 west of State Highway 24. An inch of water spread into about five feet of the right-hand lane. Also, The High Street on-ramp to northbound Interstate 880 was flooded due to poor drainage.","The first significant storm of the season brought strong winds and heavy rain to the San Francisco Bay Area. A low pressure trough from the Gulf of Alaska dropped far enough south to drench the region causing trees to fall and minor flooding.",20
373304,ALAMEDA CO.,SAN LEANDRO,03/13/2012,0,Heavy Rain, , ,0,0,10000,0,CA,PST-8, ,62379,C,1,MTR,0,0,Newspaper, , , ,1,ESE,1,ESE,SAN LEANDRO,03/13/2012,1200,37.7231,-122.1354,37.7231,-122.1354,"Two cars collided on westbound I-580 near Benedict Drive in San Leandro.","A series of storm systems from the Gulf of Alaska brought gusty winds and periods of heavy rain across the San Francisco and Monterey Bay areas from March 13 through March 16, 2012.",21
555118,ALAMEDA CO.,HAYWARD HIGHLANDS,02/09/2015,425,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,92605,C,1,MTR,0,0,Mesonet, , , ,1,N,1,N,HAYWARD HIGHLANDS,02/09/2015,425,37.65,-122.03,37.65,-122.03,"A 72 Hour Rainfall total of 3.08 inches was the peak for Alameda County.","A strong winter storm finally impacted California following up on nearly a month and a half of no rain and the driest January on record. The storm brought heavy rain, gusty winds, and damage to trees and power lines along with some minor flooding of urban areas. Rainfall amounts were heaviest in the mountains with 5-10 inches or more occurring. Generally 1-3.5 inches fell in low elevation areas and urban spots, with less than an inch in Southern Monterey County. Winds gusted 50-70 MPH with the highest gusts in the mountains of the region. Several small mudslides were reported with the largest occurring in the Santa Cruz Mountains north of Boulder Creek on Highway 9.",22
675603,ALAMEDA CO.,OAKLAND,01/19/2017,1100,Hail,0.25, ,0,0,5000000,0,CA,PST-8, ,113024,C,1,MTR,0,0,Public, , , ,1,SSE,1,SSE,OAKLAND,01/19/2017,1110,37.7708,-122.216,37.7708,-122.216,"Damage dollar amounts is a low estimate. Impacts are not fully known, but any individual car crash would likely exceed this amount.","The second in a series of three storms between January 18-23. Storm two occurred January 19-20. Heavy rain, strong winds, and small hail were observed with this frontal system as well as lightning strikes in San Francisco.",23
675766,ALAMEDA CO.,BERKELEY,01/22/2017,1404,Hail,0.25, ,0,0,10,10,CA,PST-8, ,113041,C,1,MTR,0,0,Trained Spotter, , , ,2,ESE,2,ESE,BERKELEY,01/22/2017,1504,37.8601,-122.2332,37.8601,-122.2332,"Pea sized hail reported by spotter. Several other reports of pea sized hail also.","Third in a series of three storm systems occurred from January 22 to January 23. Heavy rain, lightning, wind, hail, snow (above 2500 ft), and record breaking surf were observed with this system.",24
692370,ALAMEDA CO.,FREMONT,04/07/2017,1034,Thunderstorm Wind,38.00, ,0,0,10000,0,CA,PST-8,EG,115314,C,1,MTR,0,0,Broadcast Media, , , ,1,SW,1,SW,FREMONT,04/07/2017,1040,37.52,-122.03,37.52,-122.03,"Large tree crashed into a KFC in Newark causing damage to the property. Wind damage likely from previous night. Fremont RAWS reported gust of 44 mph previous night.","A potent upper level trough with associated cold front moved through on April 6th causing roadway flooding, gusty winds over both land and sea, as well as strong swells which sunk a Bart Barge over the SF Bay. Post frontal conditions on the 8th brought scattered showers, frigid temperatures, and isolated thunderstorms with small hail.",25
701206,EAST BAY INTERIOR VALLEYS (ZONE), ,06/18/2017,1400,Heat, , ,0,0,0,0,CA,PST-8, ,116599,Z,510,MTR,0,0,Broadcast Media, , , , , , , , ,06/18/2017,1620, , , , ,"Over 5,000 residents in Livermore and over 2,000 in Concord lost power due to the heat|http://abc7news.com/weather/thousands-left-without-power-on-scorching-hot-day/2116951/ http://sanfrancisco.cbslocal.com/2017/06/20/bay-area-heat-wave-flex-alert-conserve-electricity/.","The Bay Area had its first summer heat wave starting June 17th and lasting until the 23rd. Strong high pressure and offshore flow brought record breaking heat to the area not seen since 2008 and 2006. The heat wave stretched across much of the rest of the state as well as the Desert Southwest. Heat Advisories and Excessive Heat Warnings were issued across the Central Coast. There were at least two confirmed human fatalities in Santa Clara county from the heat as well as widespread power outages.",26
701211,EAST BAY INTERIOR VALLEYS (ZONE), ,06/20/2017,2030,Heat, , ,0,0,0,0,CA,PST-8, ,116599,Z,510,MTR,0,0,Broadcast Media, , , , , , , , ,06/21/2017,0, , , , ,"Several hundred residents were without power across the San Francisco Bay Area on Tuesday night due to the heat http://www.ktvu.com/weather/weather-news-headlines/262766743-story.","The Bay Area had its first summer heat wave starting June 17th and lasting until the 23rd. Strong high pressure and offshore flow brought record breaking heat to the area not seen since 2008 and 2006. The heat wave stretched across much of the rest of the state as well as the Desert Southwest. Heat Advisories and Excessive Heat Warnings were issued across the Central Coast. There were at least two confirmed human fatalities in Santa Clara county from the heat as well as widespread power outages.",27
731031,ALAMEDA CO.,DUBLIN,01/25/2018,1310,Hail,0.25, ,0,0,0,0,CA,PST-8, ,122052,C,1,MTR,0,0,Trained Spotter, , , ,5,SE,5,SE,DUBLIN,01/25/2018,1315,37.6688,-121.8553,37.6688,-121.8553,"","Isolated thunderstorms developed behind a cold front that passed through the area on the 25th. These thunderstorms caused minor roadway flooding and small hail.",28
738498,ALAMEDA CO.,OAKLAND,03/02/2018,725,Hail,0.25, ,0,0,0,0,CA,PST-8, ,122999,C,1,MTR,0,0,Public, , , ,1,ESE,1,ESE,OAKLAND,03/02/2018,730,37.7745,-122.2031,37.7745,-122.2031,"Several reports of pea-sized hail in Oakland via social media.","An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",29
738501,ALAMEDA CO.,BERKELEY,03/02/2018,840,Hail,0.25, ,0,0,0,0,CA,PST-8, ,122999,C,1,MTR,0,0,Public, , , ,2,ENE,2,ENE,BERKELEY,03/02/2018,845,37.8811,-122.2361,37.8811,-122.2361,"Pea-sized hail reported in north Berkeley via social media.","An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",30
738507,ALAMEDA CO.,BERKELEY,03/02/2018,1010,Hail,0.25, ,0,0,0,0,CA,PST-8, ,122999,C,1,MTR,0,0,Public, , , ,0,N,0,N,BERKELEY,03/02/2018,1015,37.87,-122.27,37.87,-122.27,"Social media reports of another round of hail this morning in Berkeley.","An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",31
738634,ALAMEDA CO.,DUBLIN,03/14/2018,1125,Hail,0.25, ,0,0,0,0,CA,PST-8, ,123194,C,1,MTR,0,0,Trained Spotter, , , ,2,SE,2,SE,DUBLIN,03/14/2018,1130,37.6995,-121.8941,37.6995,-121.8941,"Pea-sized hail in north Pleasanton south of I-580.","An upper level disturbance moved through the area on the afternoon of the 14th. This disturbance created scattered thunderstorms that resulted in lightning and accumulating hail in the North and East Bay areas.",32
738641,ALAMEDA CO.,DUBLIN,03/17/2018,1303,Hail,0.25, ,0,0,0,0,CA,PST-8, ,123196,C,1,MTR,0,0,Public, , , ,0,N,0,N,DUBLIN,03/17/2018,1308,37.72,-121.92,37.72,-121.92,"","A short-wave disturbance along with a trough moved through the Bay Area. The resulting instability generated scattered thunderstorms that produced small hail.",33
738642,ALAMEDA CO.,DUBLIN,03/17/2018,1311,Hail,0.25, ,0,0,0,0,CA,PST-8, ,123196,C,1,MTR,0,0,Trained Spotter, , , ,5,SE,5,SE,DUBLIN,03/17/2018,1316,37.6688,-121.8553,37.6688,-121.8553,"Spotter reported pea-sized hail, thunder, and lightning near I-580/I-680 in north Pleasanton.","A short-wave disturbance along with a trough moved through the Bay Area. The resulting instability generated scattered thunderstorms that produced small hail.",34
744755,ALAMEDA CO.,OAKLAND,04/16/2018,620,Hail,0.25, ,0,0,0,0,CA,PST-8, ,124111,C,1,MTR,0,0,Social Media, , , ,0,N,0,N,OAKLAND,04/16/2018,625,37.78,-122.22,37.78,-122.22,"Small accumulating hail observed in Oakland.","A late season deep upper level trough moved southward along the California coast bringing rain and gusty winds to the region. Scattered convection was produced in the wake of an associated cold front bringing widespread small hail, thunder, and lightning to the region.",35
744756,ALAMEDA CO.,OAKLAND,04/16/2018,635,Hail,0.25, ,0,0,0,0,CA,PST-8, ,124111,C,1,MTR,0,0,Social Media, , , ,2,E,2,E,OAKLAND,04/16/2018,640,37.78,-122.1834,37.78,-122.1834,"Small hail observed in east Oakland.","A late season deep upper level trough moved southward along the California coast bringing rain and gusty winds to the region. Scattered convection was produced in the wake of an associated cold front bringing widespread small hail, thunder, and lightning to the region.",36
744762,ALAMEDA CO.,BERKELEY,04/16/2018,735,Hail,0.25, ,0,0,0,0,CA,PST-8, ,124111,C,1,MTR,0,0,Social Media, , , ,0,N,0,N,BERKELEY,04/16/2018,740,37.87,-122.27,37.87,-122.27,"Small hail reported in Berkeley.","A late season deep upper level trough moved southward along the California coast bringing rain and gusty winds to the region. Scattered convection was produced in the wake of an associated cold front bringing widespread small hail, thunder, and lightning to the region.",37
744773,ALAMEDA CO.,OAKLAND,04/16/2018,800,Hail,0.25, ,0,0,0,0,CA,PST-8, ,124111,C,1,MTR,0,0,Broadcast Media, , , ,0,N,0,N,OAKLAND,04/16/2018,805,37.78,-122.22,37.78,-122.22,"Media report showing accumulating small hail in Oakland.","A late season deep upper level trough moved southward along the California coast bringing rain and gusty winds to the region. Scattered convection was produced in the wake of an associated cold front bringing widespread small hail, thunder, and lightning to the region.",38
788868,ALAMEDA CO.,EMERYVILLE,11/29/2018,0,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,131882,C,1,MTR,0,0,Broadcast Media, , , ,2,SSW,2,SSW,EMERYVILLE,11/29/2018,0,37.8185,-122.2881,37.8185,-122.2881,"Heavy rain causes a section of the roof at a West Oakland warehouse to cave in overnight. Timing of event is uncertain https://sanfrancisco.cbslocal.com/2018/11/29/potent-storm-brings-heavy-rain-pounding-surf-high-winds-and-flooding/.","A mid/upper level low moved through the region at the end of November. A cool unstable air mass allowed for the development of scattered thunderstorms across the region that produced lightning and small hail. An associated surface low approached the coast during this time causing high surf and gusty winds. Some locations saw wave heights above 25 feet. This system caused roadway flooding, minor debris flows, and downed trees along with damage from gusty winds.",39
791572,EAST BAY INTERIOR VALLEYS (ZONE), ,12/08/2018,2220,Dense Fog, , ,0,0,0,0,CA,PST-8, ,132297,Z,510,MTR,0,0,ASOS, , , , , , , , ,12/09/2018,200, , , , ,"Concord airport recorded visibility of a quarter mile or less.","Interior valley fog that drifted into the East Bay brought visibility down to less than 1/4 mile. This prompted a Dense Fog Advisory to be issued for the East Bay valleys.",40
791571,EAST BAY INTERIOR VALLEYS (ZONE), ,12/09/2018,145,Dense Fog, , ,0,0,0,0,CA,PST-8, ,132297,Z,510,MTR,0,0,ASOS, , , , , , , , ,12/09/2018,950, , , , ,"A quarter mile visibility or less was reported at Livermore Airport.","Interior valley fog that drifted into the East Bay brought visibility down to less than 1/4 mile. This prompted a Dense Fog Advisory to be issued for the East Bay valleys.",41
791577,EAST BAY INTERIOR VALLEYS (ZONE), ,12/11/2018,250,Dense Fog, , ,0,0,0,0,CA,PST-8, ,132298,Z,510,MTR,0,0,ASOS, , , , , , , , ,12/11/2018,940, , , , ,"Dense fog and visibility a quarter of a mile or less reported at KLVK.","Widespread dense fog impacted the Bay Area blanketing the Bay and interior valleys. Numerous reports of dense fog with visibility less than 1/4 mile. A Dense Fog Advisory was issued for the North and East Bay Valleys as well as the San Francisco Peninsula and surrounding bay coastline. Fog caused numerous diverts at KSFO.",42
791574,SAN FRANCISCO BAY SHORELINE (ZONE), ,12/11/2018,325,Dense Fog, , ,0,0,0,0,CA,PST-8, ,132298,Z,508,MTR,0,0,ASOS, , , , , , , , ,12/11/2018,1110, , , , ,"Visibility of a quarter of a mile or less reported at KOAK.","Widespread dense fog impacted the Bay Area blanketing the Bay and interior valleys. Numerous reports of dense fog with visibility less than 1/4 mile. A Dense Fog Advisory was issued for the North and East Bay Valleys as well as the San Francisco Peninsula and surrounding bay coastline. Fog caused numerous diverts at KSFO.",43
791573,SAN FRANCISCO BAY SHORELINE (ZONE), ,12/11/2018,421,Dense Fog, , ,0,0,0,0,CA,PST-8, ,132298,Z,508,MTR,0,0,ASOS, , , , , , , , ,12/11/2018,545, , , , ,"Visibility at KSFO a quarter of a mile or less caused 19 diverts at the airport.","Widespread dense fog impacted the Bay Area blanketing the Bay and interior valleys. Numerous reports of dense fog with visibility less than 1/4 mile. A Dense Fog Advisory was issued for the North and East Bay Valleys as well as the San Francisco Peninsula and surrounding bay coastline. Fog caused numerous diverts at KSFO.",44
792088,SAN FRANCISCO BAY SHORELINE (ZONE), ,12/20/2018,250,Dense Fog, , ,0,0,0,0,CA,PST-8, ,132388,Z,508,MTR,0,0,ASOS, , , , , , , , ,12/20/2018,455, , , , ,"Dense fog reported at KNUQ, ASOS reported fog and visibility a quarter of a mile or less.","Dense fog was observed in the early morning on December 20th around the San Francisco coastline and down the Santa Clara Valley. A dense fog advisory was issued for the San Francisco Bay coastline, the Santa Clara Valley, and over the San Francisco Bay south of the Bay Bridge. Visibilities were down to a quarter of a mile or less.",45
792087,SAN FRANCISCO BAY SHORELINE (ZONE), ,12/20/2018,453,Dense Fog, , ,0,0,0,0,CA,PST-8, ,132388,Z,508,MTR,0,0,ASOS, , , , , , , , ,12/20/2018,645, , , , ,"Dense fog at KOAK, ASOS reported visibility a quarter of a mile or less.","Dense fog was observed in the early morning on December 20th around the San Francisco coastline and down the Santa Clara Valley. A dense fog advisory was issued for the San Francisco Bay coastline, the Santa Clara Valley, and over the San Francisco Bay south of the Bay Bridge. Visibilities were down to a quarter of a mile or less.",46
792089,SAN FRANCISCO BAY SHORELINE (ZONE), ,12/20/2018,645,Dense Fog, , ,0,0,0,0,CA,PST-8, ,132388,Z,508,MTR,0,0,ASOS, , , , , , , , ,12/20/2018,805, , , , ,"Dense fog reported at KNUQ, ASOS recorded visibility a quarter of a mile or less.","Dense fog was observed in the early morning on December 20th around the San Francisco coastline and down the Santa Clara Valley. A dense fog advisory was issued for the San Francisco Bay coastline, the Santa Clara Valley, and over the San Francisco Bay south of the Bay Bridge. Visibilities were down to a quarter of a mile or less.",47
792086,SAN FRANCISCO BAY SHORELINE (ZONE), ,12/20/2018,652,Dense Fog, , ,0,0,0,0,CA,PST-8, ,132388,Z,508,MTR,0,0,ASOS, , , , , , , , ,12/20/2018,715, , , , ,"Dense fog at KSFO, ASOS reported 1/4 mile visibility and fog.","Dense fog was observed in the early morning on December 20th around the San Francisco coastline and down the Santa Clara Valley. A dense fog advisory was issued for the San Francisco Bay coastline, the Santa Clara Valley, and over the San Francisco Bay south of the Bay Bridge. Visibilities were down to a quarter of a mile or less.",48
792090,SAN FRANCISCO BAY SHORELINE (ZONE), ,12/20/2018,900,Dense Fog, , ,0,0,0,0,CA,PST-8, ,132388,Z,508,MTR,0,0,ASOS, , , , , , , , ,12/20/2018,1015, , , , ,"Dense fog reported at KNUQ, ASOS recorded visibility a quarter of a mile or less with brief periods of vis up to 3/4 of a mile.","Dense fog was observed in the early morning on December 20th around the San Francisco coastline and down the Santa Clara Valley. A dense fog advisory was issued for the San Francisco Bay coastline, the Santa Clara Valley, and over the San Francisco Bay south of the Bay Bridge. Visibilities were down to a quarter of a mile or less.",49
797541,ALAMEDA CO.,PLEASANTON,01/20/2019,1805,Hail,0.25, ,0,0,0,0,CA,PST-8, ,133297,C,1,MTR,0,0,Trained Spotter, , , ,2,E,2,E,PLEASANTON,01/20/2019,1815,37.67,-121.8434,37.67,-121.8434,"Spotter reported small hail east of Pleasanton.","A cold front moved through the Bay Area on January 20th bringing gusty west to northwest winds to the coast and scattered thunderstorms. Several reports were received of small hail.",50
800441,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,02/05/2019,1616,Winter Weather, , ,0,0,0,0,CA,PST-8, ,133764,Z,511,MTR,0,0,COOP Observer, , , , , , , , ,02/05/2019,1621, , , , ,"Snow reported on Mt Hamilton, snow depth 8 inches.","A mid/upper low with a very cold airmass moved through in early February bringing snow to lower elevation peaks across the region prompting a rare Winter Weather Advisory. Junipero Serra Peak received around a foot of snow. Rainfall just ahead of this system also brought roadway flooding and minor debris flows.",51
